City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Great Yarmouth,GB,52.6083,1.7305,34.45,84.0,50.0,16.13,scattered clouds
Esperance,AU,-33.8667,121.9,76.84,53.0,0.0,13.62,clear sky
Moche,PE,-8.1711,-79.0092,68.18,83.0,94.0,11.5,mist
Sistranda,NO,63.7256,8.834,39.9,75.0,100.0,24.96,light rain
Soe,ID,-9.8607,124.284,68.56,91.0,100.0,5.08,overcast clouds
Kudat,MY,6.8837,116.8477,77.29,94.0,40.0,4.61,scattered clouds
Ust-Maya,RU,60.4167,134.5333,-24.29,93.0,62.0,1.19,broken clouds
Port Lincoln,AU,-34.7333,135.8667,73.24,78.0,100.0,13.56,light rain
Victoria,HK,22.2855,114.1577,68.97,78.0,100.0,3.0,overcast clouds
Olga,RU,43.7444,135.2892,14.27,45.0,0.0,7.63,clear sky
Bangui,CF,4.3612,18.555,69.98,64.0,0.0,0.0,clear sky
Nevsehir,TR,38.9167,34.6667,11.41,79.0,0.0,13.8,clear sky
Makat,KZ,47.6469,53.3463,21.15,96.0,98.0,5.21,overcast clouds
Safaga,EG,26.7292,33.9365,51.75,59.0,0.0,14.05,clear sky
Baruun-Urt,MN,46.6806,113.2792,3.47,66.0,100.0,10.47,overcast clouds
Tutoia,BR,-2.7619,-42.2744,82.38,88.0,100.0,10.2,overcast clouds
Calbuco,CL,-41.768,-73.1273,54.61,76.0,43.0,6.62,scattered clouds
Nalut,LY,30.3333,10.85,44.85,52.0,0.0,6.6,clear sky
Awjilah,LY,29.1081,21.2869,50.61,60.0,6.0,3.94,clear sky
Kasongo-Lunda,CD,-6.4667,16.8167,69.22,98.0,99.0,1.52,light rain
Mwanza,TZ,-2.5167,32.9,67.37,76.0,95.0,1.39,light rain
Igrim,RU,63.1906,64.4162,12.18,92.0,94.0,10.27,overcast clouds
Aksarka,RU,66.5606,67.7975,12.69,91.0,100.0,19.57,overcast clouds
Sagbayan,PH,9.9144,124.0919,79.34,71.0,61.0,9.66,broken clouds
Flinders,AU,-34.5833,150.8552,74.21,66.0,82.0,9.95,broken clouds
Mainburg,DE,48.65,11.7833,31.91,86.0,99.0,6.91,overcast clouds
Kashmor,PK,28.4333,69.5833,58.05,50.0,12.0,11.1,few clouds
Wanning,CN,18.8003,110.3967,73.72,75.0,66.0,8.81,broken clouds
Ginir,ET,7.1333,40.7,56.19,72.0,62.0,5.12,broken clouds
Chhaprauli,IN,29.2167,77.1833,52.43,75.0,6.0,1.59,clear sky
Kitimat,CA,54.0524,-128.6534,42.91,36.0,100.0,1.99,overcast clouds
Pevek,RU,69.7008,170.3133,-34.47,96.0,19.0,1.21,few clouds
Mount Gambier,AU,-37.8333,140.7667,85.91,25.0,4.0,18.41,clear sky
Straumen,NO,63.8709,11.2999,34.95,89.0,100.0,3.49,overcast clouds
Yulara,AU,-25.2406,130.9889,84.04,54.0,40.0,8.05,scattered clouds
Zelenoborskiy,RU,66.845,32.3622,8.28,97.0,56.0,5.35,broken clouds
Marystown,CA,47.1666,-55.1483,39.85,100.0,100.0,5.01,overcast clouds
Haines Junction,CA,60.7522,-137.5108,3.15,85.0,100.0,1.14,overcast clouds
Naze,JP,28.3667,129.4833,61.72,56.0,99.0,9.46,overcast clouds
Lazaro Cardenas,MX,17.9583,-102.2,75.49,75.0,77.0,2.44,broken clouds
Maningrida,AU,-12.0667,134.2667,88.09,63.0,56.0,7.16,broken clouds
Louis Trichardt,ZA,-23.0439,29.9032,61.75,91.0,80.0,7.54,broken clouds
Springfield,US,37.2153,-93.2982,16.52,63.0,0.0,4.0,clear sky
Luwuk,ID,-0.9516,122.7875,83.19,80.0,90.0,0.31,overcast clouds
Mama,RU,58.3106,112.8986,-3.21,96.0,99.0,5.44,overcast clouds
Sindor,RU,62.8629,51.8905,18.05,94.0,100.0,8.3,overcast clouds
Valdivia,CL,-39.8142,-73.2459,50.29,98.0,29.0,1.99,scattered clouds
Codrington,AU,-38.2667,141.9667,89.46,24.0,0.0,10.4,clear sky
Mogadishu,SO,2.0371,45.3438,75.85,83.0,88.0,15.41,overcast clouds
Sabang,ID,5.8933,95.3214,80.85,72.0,75.0,1.63,broken clouds
Alta Floresta,BR,-9.8756,-56.0861,70.63,96.0,90.0,1.95,overcast clouds
Nagato,JP,34.3833,131.2,44.55,51.0,99.0,12.59,overcast clouds
Posse,BR,-14.0931,-46.3694,67.89,75.0,1.0,3.58,clear sky
Lesnikovo,RU,55.2822,65.3175,-1.71,98.0,98.0,5.26,overcast clouds
Alekseyevka,RU,50.6309,38.6903,22.71,94.0,100.0,16.37,snow
Nabire,ID,-3.3667,135.4833,86.72,67.0,49.0,5.75,scattered clouds
Krishnarajpet,IN,12.655,76.4883,61.97,47.0,96.0,3.49,overcast clouds
Caravelas,BR,-17.7125,-39.2481,74.62,92.0,0.0,3.8,clear sky
Nome,US,64.5011,-165.4064,3.27,72.0,100.0,14.97,overcast clouds
Joshimath,IN,30.5667,79.5667,38.62,54.0,39.0,4.45,scattered clouds
Zhangjiakou,CN,40.81,114.8794,16.05,73.0,99.0,3.53,light snow
Port Hawkesbury,CA,45.6169,-61.3485,28.18,93.0,100.0,8.01,overcast clouds
Ayagoz,KZ,47.9714,80.4392,-12.19,100.0,100.0,7.9,overcast clouds
Bonfim,BR,3.0833,-59.95,79.21,71.0,96.0,7.74,overcast clouds
Zinder,NE,13.8072,8.9881,49.89,23.0,0.0,10.71,clear sky
Sisimiut,GL,66.9395,-53.6735,13.87,79.0,100.0,27.4,overcast clouds
Wajima,JP,37.4,136.9,32.68,74.0,75.0,5.75,light snow
Floro,NO,61.5996,5.0328,36.97,93.0,100.0,8.05,light snow
Zhanakorgan,KZ,43.9098,67.2495,28.29,82.0,91.0,5.55,overcast clouds
Krasnoarmeyskoye,RU,52.7182,50.0322,5.29,97.0,98.0,5.3,overcast clouds
Padang,ID,-0.9492,100.3543,82.45,64.0,96.0,3.83,overcast clouds
Hondo,JP,32.45,130.2,49.95,55.0,12.0,13.04,few clouds
Batagay-Alyta,RU,67.8006,130.4114,-17.36,88.0,80.0,4.27,broken clouds
Beidao,CN,34.5686,105.8933,39.47,82.0,100.0,2.53,overcast clouds
Ahmadpur East,PK,29.1431,71.2598,56.7,58.0,2.0,7.2,clear sky
Jiaxing,CN,30.7522,120.75,51.03,56.0,100.0,10.58,overcast clouds
Uinskoye,RU,56.8817,56.5813,10.76,94.0,100.0,9.95,overcast clouds
Broome,US,42.2506,-75.833,12.02,76.0,100.0,1.01,overcast clouds
Karratha,AU,-20.7377,116.8463,96.22,39.0,0.0,6.11,clear sky
Te Anau,NZ,-45.4167,167.7167,67.68,52.0,82.0,2.89,broken clouds
Taoudenni,ML,22.6783,-3.9836,59.94,22.0,2.0,8.9,clear sky
Nador,MA,35.174,-2.9287,53.85,76.0,75.0,1.14,broken clouds
Russell,US,32.3502,-85.1999,41.13,91.0,100.0,10.36,overcast clouds
Benjamin Hill,MX,30.1667,-111.1,61.23,33.0,1.0,9.53,clear sky
Leh,IN,34.1667,77.5833,-2.4,94.0,100.0,2.06,overcast clouds
Carbonia,IT,39.1672,8.5222,47.98,61.0,99.0,16.24,overcast clouds
Beloomut,RU,54.9448,39.3394,14.74,95.0,100.0,12.37,snow
Jambi,ID,-1.6,103.6167,80.67,79.0,100.0,3.09,overcast clouds
Eyl,SO,7.9803,49.8164,71.47,84.0,75.0,15.59,broken clouds
Acapulco,MX,16.8634,-99.8901,80.42,74.0,20.0,3.44,few clouds
Conakry,GN,9.538,-13.6773,72.36,77.0,67.0,7.23,broken clouds
San Pedro,PH,14.35,121.0167,84.31,70.0,75.0,5.75,broken clouds
Jumla,NP,29.2747,82.1838,33.42,76.0,53.0,2.33,broken clouds
Carman,CA,49.4992,-98.0016,-5.1,71.0,63.0,17.27,broken clouds
Usolye-Sibirskoye,RU,52.7519,103.6453,1.94,95.0,89.0,0.72,overcast clouds
Aden,YE,12.7794,45.0367,76.59,72.0,7.0,4.43,clear sky
Vila Do Maio,CV,15.1333,-23.2167,72.39,80.0,100.0,12.44,overcast clouds
Saint Anthony,US,45.0205,-93.218,-1.25,73.0,0.0,3.44,clear sky
Roebourne,AU,-20.7833,117.1333,98.33,35.0,0.0,3.58,clear sky
Bowen,AU,-20.0167,148.2333,84.42,55.0,91.0,22.35,overcast clouds
Llangefni,GB,53.2556,-4.3106,45.73,81.0,100.0,4.61,overcast clouds
Formosa,AR,-26.1775,-58.1781,87.78,55.0,0.0,5.75,clear sky
Laon,FR,49.5667,3.6667,35.85,93.0,10.0,5.79,clear sky
Magdiwang,PH,12.491,122.5135,79.3,81.0,54.0,12.71,broken clouds
Tautira,PF,-17.7333,-149.15,84.22,80.0,100.0,20.38,light rain
Muisne,EC,0.6,-80.0333,76.12,88.0,100.0,9.86,light rain
San Jeronimo,PE,-11.9472,-75.2829,52.52,83.0,97.0,2.1,overcast clouds
Makarska,HR,43.2969,17.0178,44.74,83.0,61.0,7.31,broken clouds
Kurilsk,RU,45.2333,147.8833,31.14,90.0,99.0,17.85,light snow
Yeppoon,AU,-23.1333,150.7333,78.58,61.0,32.0,24.36,scattered clouds
Faya,SA,18.3851,42.4509,45.12,77.0,0.0,4.99,clear sky
Umm Lajj,SA,25.0213,37.2685,60.01,37.0,0.0,15.21,clear sky
Beloha,MG,-25.1667,45.05,69.53,87.0,32.0,8.75,scattered clouds
Springdale,US,36.1867,-94.1288,20.03,56.0,0.0,8.99,clear sky
Kirovskaya,RU,46.9748,40.0402,24.96,96.0,100.0,14.76,overcast clouds
Pacifica,US,37.6138,-122.4869,59.83,79.0,40.0,1.01,scattered clouds
Chikitigarh,IN,19.2,84.6167,71.92,71.0,5.0,2.17,clear sky
Namatanai,PG,-3.6667,152.4333,82.27,75.0,100.0,9.89,light rain
Chor,PK,25.5167,69.7667,67.48,88.0,0.0,8.03,clear sky
Chapais,CA,49.7834,-74.8492,-25.82,100.0,46.0,4.29,scattered clouds
Batticaloa,LK,7.7102,81.6924,73.92,71.0,85.0,5.68,overcast clouds
Gravelbourg,CA,49.8834,-106.5512,28.67,82.0,100.0,15.48,overcast clouds
Sayan,PE,-11.1361,-77.1933,69.15,89.0,100.0,2.93,overcast clouds
Marawi,PH,7.9986,124.2928,72.64,62.0,100.0,4.61,overcast clouds
Vestmannaeyjar,IS,63.4427,-20.2734,47.17,86.0,100.0,29.3,overcast clouds
Hirado,JP,33.3597,129.5531,49.39,65.0,63.0,15.77,broken clouds
San Quintin,MX,30.4833,-115.95,61.59,57.0,0.0,3.02,clear sky
Nantucket,US,41.2835,-70.0995,34.09,65.0,100.0,18.41,overcast clouds
Ayorou,NE,14.7308,0.9174,59.77,23.0,0.0,11.56,clear sky
Puerto Quijarro,BO,-17.7833,-57.7667,73.44,96.0,97.0,3.51,overcast clouds
Muros,ES,42.7762,-9.0603,51.1,67.0,0.0,17.16,clear sky
Mgandu,TZ,-5.95,34.1333,59.54,94.0,100.0,3.18,overcast clouds
Wattegama,LK,6.7989,81.4808,70.72,61.0,82.0,4.09,broken clouds
Normandin,CA,48.8333,-72.5321,-16.29,69.0,11.0,5.75,few clouds
Hauterive,FR,46.0901,3.4459,34.56,95.0,70.0,7.0,broken clouds
Rio Branco,BR,-9.9747,-67.81,74.01,100.0,0.0,2.3,clear sky
Kahului,US,20.8947,-156.47,81.66,72.0,40.0,6.91,scattered clouds
Sept-Iles,CA,50.2001,-66.3821,-0.94,66.0,0.0,5.99,clear sky
Zyryanka,RU,65.75,150.85,-36.83,94.0,35.0,6.35,scattered clouds
Xinqing,CN,48.2333,129.5,1.49,79.0,11.0,2.82,few clouds
Kannangad,IN,12.3081,75.1063,75.34,72.0,38.0,3.15,scattered clouds
San Policarpo,PH,12.1791,125.5072,80.11,82.0,96.0,12.03,overcast clouds
Nelson Bay,AU,-32.7167,152.15,78.78,64.0,97.0,14.72,overcast clouds
Nybro,SE,56.7446,15.9071,31.05,50.0,0.0,15.28,clear sky
Rodrigues Alves,BR,-7.738,-72.6509,73.4,99.0,100.0,2.33,overcast clouds
Kati,ML,12.7441,-8.0726,67.41,19.0,4.0,3.85,clear sky
Inhambane,MZ,-23.865,35.3833,73.65,75.0,100.0,9.01,overcast clouds
Saint-Francois,FR,46.4154,3.9054,34.48,80.0,0.0,8.05,clear sky
Beira,MZ,-19.8436,34.8389,80.69,65.0,40.0,8.05,scattered clouds
Vanimo,PG,-2.6741,141.3028,82.81,80.0,37.0,6.8,scattered clouds
Kutum,SD,14.2,24.6667,48.15,24.0,68.0,5.48,broken clouds
Mayo,US,38.8876,-76.5119,31.98,56.0,0.0,5.99,clear sky
Fort Nelson,CA,58.8053,-122.7002,-2.61,78.0,100.0,9.22,light snow
Khandyga,RU,62.6667,135.6,-30.78,95.0,46.0,1.92,scattered clouds
Toribio,CO,2.9548,-76.2684,65.66,91.0,40.0,5.86,scattered clouds
Roma,US,43.2128,-75.4557,11.43,73.0,100.0,6.91,overcast clouds
Antsohihy,MG,-14.8796,47.9875,72.77,97.0,95.0,3.58,overcast clouds
Batagay,RU,67.6333,134.6333,-32.01,92.0,28.0,2.86,scattered clouds
Emilio Carranza,MX,19.9711,-96.6114,66.65,94.0,99.0,14.16,overcast clouds
Pilot Butte,CA,50.4668,-104.4178,20.93,85.0,100.0,18.41,overcast clouds
Tura,IN,25.5198,90.2201,61.2,70.0,15.0,2.68,few clouds
Aswan,EG,24.0934,32.907,43.9,49.0,0.0,4.61,clear sky
Alihe,CN,50.5667,123.7167,7.2,66.0,92.0,0.49,overcast clouds
Jizan,SA,17.3333,42.6667,72.54,72.0,4.0,3.69,clear sky
Gweta,BW,-20.1833,25.2333,70.47,38.0,96.0,10.45,overcast clouds
Waingapu,ID,-9.6567,120.2641,83.52,70.0,100.0,12.91,overcast clouds
Rapid Valley,US,44.0625,-103.1463,38.05,76.0,0.0,9.22,clear sky
Gigmoto,PH,13.7796,124.39,78.94,83.0,72.0,9.26,broken clouds
Pangai,TO,-19.8,-174.35,82.2,79.0,76.0,17.22,broken clouds
Langham,CA,52.3668,-106.9679,24.03,97.0,100.0,6.62,snow
Idritsa,RU,56.3316,28.8988,23.59,93.0,100.0,12.35,light snow
Santiago Del Estero,AR,-27.7951,-64.2615,78.64,69.0,2.0,4.07,clear sky
Ilulissat,GL,69.2167,-51.1,17.62,73.0,75.0,14.97,light snow
Corn Island,NI,12.1694,-83.0418,80.38,78.0,14.0,16.2,few clouds
Sandomierz,PL,50.6827,21.749,27.79,80.0,93.0,7.0,overcast clouds
Axim,GH,4.8699,-2.2405,77.27,72.0,34.0,2.86,scattered clouds
Polson,US,47.6936,-114.1632,39.6,82.0,100.0,6.42,light rain
Mandalgovi,MN,45.7625,106.2708,10.26,72.0,8.0,8.9,clear sky
Trinidad,BO,-14.8333,-64.9,74.79,92.0,75.0,2.68,moderate rain
Hendek,TR,40.7994,30.7481,35.92,64.0,60.0,7.27,broken clouds
Klyuchi,RU,52.2667,79.1667,-9.74,100.0,89.0,4.43,overcast clouds
Labuhan,ID,-6.8844,112.2051,78.85,78.0,100.0,5.79,overcast clouds
Ilo,PE,-17.6394,-71.3375,71.01,84.0,90.0,6.29,overcast clouds
Nawa,IN,27.0167,75.0,55.11,63.0,0.0,3.91,clear sky
Trincomalee,LK,8.5711,81.2335,74.93,67.0,99.0,0.98,overcast clouds
Ust-Tsilma,RU,65.441,52.1498,20.21,92.0,99.0,7.87,overcast clouds
Canavieiras,BR,-15.675,-38.9472,74.17,83.0,0.0,2.57,clear sky
Bathsheba,BB,13.2167,-59.5167,77.61,78.0,40.0,25.32,scattered clouds
Pulandian,CN,39.3953,121.9669,24.93,18.0,2.0,1.54,clear sky
Gamba,GA,-2.65,10.0,76.64,85.0,100.0,3.51,overcast clouds
Maceio,BR,-9.6658,-35.7353,78.24,88.0,20.0,2.3,few clouds
Skowhegan,US,44.7651,-69.7192,12.83,77.0,3.0,6.22,clear sky
Guanica,PR,17.9716,-66.908,75.94,76.0,0.0,6.62,clear sky
Adilcevaz,TR,38.8039,42.7342,15.51,77.0,1.0,5.28,clear sky
Monrovia,LR,6.3005,-10.7969,77.18,84.0,100.0,5.1,overcast clouds
Inirida,CO,3.8653,-67.9239,77.45,76.0,100.0,0.6,overcast clouds
Dabakala,CI,8.3667,-4.4333,69.03,16.0,27.0,5.21,scattered clouds
Katsina,NG,12.9894,7.6006,51.35,21.0,0.0,11.72,clear sky
Aklavik,CA,68.2191,-135.0107,-21.17,88.0,14.0,8.37,few clouds
Taltal,CL,-25.4,-70.4833,68.99,73.0,24.0,4.05,few clouds
Ransang,PH,8.9603,117.5828,84.34,67.0,42.0,5.1,scattered clouds
Chunskiy,RU,56.0815,99.6342,1.31,97.0,92.0,1.16,overcast clouds
Usinsk,RU,65.9939,57.5281,14.76,93.0,100.0,22.37,light snow
Atyrau,KZ,47.1167,51.8833,19.42,100.0,100.0,11.18,mist
Dicabisagan,PH,17.0818,122.4157,73.54,93.0,100.0,4.79,overcast clouds
Terre Haute,US,39.4667,-87.4139,22.24,71.0,100.0,1.01,overcast clouds
Benghazi,LY,32.1167,20.0667,56.35,67.0,78.0,6.91,broken clouds
Jiuquan,CN,39.7432,98.5174,25.66,39.0,0.0,2.77,clear sky
Catbalogan,PH,11.85,124.9167,81.73,69.0,49.0,7.0,scattered clouds
Zimapan,MX,20.75,-99.35,51.19,89.0,88.0,5.61,overcast clouds
Ponta Delgada,PT,37.7333,-25.6667,61.52,77.0,20.0,14.97,few clouds
Port Hedland,AU,-20.3167,118.5667,93.25,55.0,4.0,11.5,clear sky
Glenwood Springs,US,39.5505,-107.3248,33.03,58.0,100.0,6.91,overcast clouds
Lenine,UA,45.2986,35.7771,37.96,81.0,27.0,10.22,scattered clouds
Lerum,SE,57.7745,12.2697,38.82,63.0,0.0,11.5,clear sky
Alugan,PH,12.2188,125.4808,79.86,83.0,93.0,11.43,overcast clouds
Fare,PF,-16.7,-151.0167,81.09,75.0,100.0,18.59,light rain
Pueblo,US,38.2545,-104.6091,33.75,83.0,0.0,1.01,clear sky
Dan Khun Thot,TH,15.2085,101.7714,75.58,78.0,99.0,10.11,light rain
Korla,CN,41.7597,86.1469,29.23,43.0,9.0,5.41,clear sky
Mozarlandia,BR,-14.7447,-50.5706,72.23,87.0,5.0,1.81,clear sky
Hailar,CN,49.2,119.7,0.39,79.0,90.0,3.78,overcast clouds
Danville,US,36.586,-79.395,34.45,90.0,100.0,10.36,overcast clouds
Rorvik,NO,64.8621,11.2373,33.28,89.0,100.0,9.82,snow
Neiafu,TO,-18.65,-173.9833,82.6,75.0,79.0,19.08,broken clouds
Casma,CL,-41.0082,-73.1244,54.68,93.0,27.0,3.2,scattered clouds
